Country,State,City,Timestamp(UTC),PM2.5,PM10,Ozone,CO,NO2,SO2,US AQI,Main pollutant
India,Delhi,New Delhi,2026-01-21T01:00:00.000Z,215,283,7.36,1525,42.025,9.2,290,PM2.5
India,Delhi,New Delhi,2026-01-21T02:00:00.000Z,213,299.68,8.4,1470,53.53,12.52,288,PM2.5
India,Delhi,New Delhi,2026-01-21T03:00:00.000Z,217,333.5,10.105,1400,78.66,9.535,292,PM2.5
India,Delhi,New Delhi,2026-01-21T04:00:00.000Z,221.5,353.29,18.26,1150,90.5,10.61,296,PM2.5
India,Delhi,New Delhi,2026-01-21T05:00:00.000Z,177,352.5,29.625,925,61.22,10.81,252,PM2.5
India,Delhi,New Delhi,2026-01-21T06:00:00.000Z,128,268,45.72,835,47.86,10.21,203,PM2.5
India,Delhi,New Delhi,2026-01-21T07:00:00.000Z,115.5,241.32,66.68,900,51.595,9.295,193,PM2.5
India,Delhi,New Delhi,2026-01-21T08:00:00.000Z,100.375,191,83.27,960,41.62,4.435,182,PM2.5
India,Delhi,New Delhi,2026-01-21T09:00:00.000Z,87.5,164,108.3,700,46.3,5.7,173,PM2.5
India,Delhi,New Delhi,2026-01-21T10:00:00.000Z,84,154.75,84.15,830,44.68,9.85,171,PM2.5
India,Delhi,New Delhi,2026-01-21T11:00:00.000Z,76,165.78,49.1,965,46.75,9.7,165,PM2.5
India,Delhi,New Delhi,2026-01-21T12:00:00.000Z,87.685,183.85,17,1340,60.3,11.625,174,PM2.5
India,Delhi,New Delhi,2026-01-21T13:00:00.000Z,123.5,247.5,9.4,1965,78.435,15.78,199,PM2.5
India,Delhi,New Delhi,2026-01-21T14:00:00.000Z,149.5,344.19,9.55,2840,80.915,16.3,225,PM2.5
India,Delhi,New Delhi,2026-01-21T15:00:00.000Z,167.075,389.53,10.95,3100,78.75,13.66,250,PM10
India,Delhi,New Delhi,2026-01-21T16:00:00.000Z,185,368.18,7.61,3740,73.61,11.31,260,PM2.5
India,Delhi,New Delhi,2026-01-21T17:00:00.000Z,195.5,374.5,9.2,3600,65.915,14.33,270,PM2.5
India,Delhi,New Delhi,2026-01-21T18:00:00.000Z,167.735,397.375,8.2,3300,62.8,10.35,261,PM10
India,Delhi,New Delhi,2026-01-21T19:00:00.000Z,163.735,356.615,6.95,3360,56.3,13.97,239,PM2.5
India,Delhi,New Delhi,2026-01-21T20:00:00.000Z,185.57,345.5,7.25,3515,58.18,14.59,260,PM2.5
India,Delhi,New Delhi,2026-01-21T21:00:00.000Z,193.95,333,7.1,3310,53.4,17.6,269,PM2.5
India,Delhi,New Delhi,2026-01-21T22:00:00.000Z,191.59,296.975,7.18,2850,54.1,17.91,266,PM2.5
India,Delhi,New Delhi,2026-01-21T23:00:00.000Z,174.6,309,5.8,2560,50.3,16.05,250,PM2.5
India,Delhi,New Delhi,2026-01-22T00:00:00.000Z,186.235,291.76,7.5,2565,47.61,12.66,261,PM2.5
India,Delhi,New Delhi,2026-01-22T01:00:00.000Z,186.5,317.425,8.58,2640,47.31,15.01,261,PM2.5
India,Delhi,New Delhi,2026-01-22T02:00:00.000Z,197,353,9.21,2700,58.4,15.48,272,PM2.5
India,Delhi,New Delhi,2026-01-22T03:00:00.000Z,215.55,414.02,10.575,2400,102.34,11.9,290,PM2.5
India,Delhi,New Delhi,2026-01-22T04:00:00.000Z,219.5,388,21.86,1745,120.5,12.695,294,PM2.5
India,Delhi,New Delhi,2026-01-22T05:00:00.000Z,174,326.16,45.59,1320,86.49,11.12,249,PM2.5
India,Delhi,New Delhi,2026-01-22T06:00:00.000Z,122,249,91.4,1100,55.25,6,198,PM2.5
India,Delhi,New Delhi,2026-01-22T07:00:00.000Z,103.445,222.5,101.16,1090,50.5,9.885,185,PM2.5
India,Delhi,New Delhi,2026-01-22T08:00:00.000Z,107.8,209.825,130.95,1090,53.56,9.78,188,PM2.5
India,Delhi,New Delhi,2026-01-22T09:00:00.000Z,116.9,235.27,133.65,1100,51.51,10.275,194,PM2.5
India,Delhi,New Delhi,2026-01-22T10:00:00.000Z,123,280.97,124.8,1200,53.425,9.72,198,PM2.5
India,Delhi,New Delhi,2026-01-22T11:00:00.000Z,117,244,63.4,1105,59.23,13.24,194,PM2.5
India,Delhi,New Delhi,2026-01-22T12:00:00.000Z,112,234.685,24.345,1400,82.415,9.425,191,PM2.5
India,Delhi,New Delhi,2026-01-22T13:00:00.000Z,139,261,18.62,1700,87.55,15.49,214,PM2.5
India,Delhi,New Delhi,2026-01-22T14:00:00.000Z,168,279.375,12.76,2000,92.275,15.465,243,PM2.5
India,Delhi,New Delhi,2026-01-22T15:00:00.000Z,190,284.31,23.8,1700,88.6,13.43,265,PM2.5
India,Delhi,New Delhi,2026-01-22T16:00:00.000Z,169.5,281.91,40.7,1190,55.41,7.2,245,PM2.5
India,Delhi,New Delhi,2026-01-22T17:00:00.000Z,138.965,245,36.26,1170,56.95,8.56,214,PM2.5
India,Delhi,New Delhi,2026-01-22T18:00:00.000Z,130.625,223,40.25,1070,49.8,8.36,206,PM2.5
India,Delhi,New Delhi,2026-01-22T19:00:00.000Z,126,211,54,950,41.4,6.3,201,PM2.5
India,Delhi,New Delhi,2026-01-22T20:00:00.000Z,117.25,219,67.25,910,35.13,6.13,194,PM2.5
India,Delhi,New Delhi,2026-01-22T21:00:00.000Z,110,202,71.35,1000,37.46,5.43,189,PM2.5
India,Delhi,New Delhi,2026-01-22T22:00:00.000Z,110,173,76.1,1000,35.7,8.27,189,PM2.5
India,Delhi,New Delhi,2026-01-22T23:00:00.000Z,109,169,70,830,34.965,8.07,189,PM2.5
India,Delhi,New Delhi,2026-01-23T00:00:00.000Z,110.5,182,67.275,945,36.8,6.09,190,PM2.5
India,Delhi,New Delhi,2026-01-23T01:00:00.000Z,118.5,208,65.5,1000,42.65,7.4,195,PM2.5
India,Delhi,New Delhi,2026-01-23T02:00:00.000Z,133,234,38.3,1055,43.72,8.79,208,PM2.5
India,Delhi,New Delhi,2026-01-23T03:00:00.000Z,122.5,157,15.3,1270,55.405,8.45,198,PM2.5
India,Delhi,New Delhi,2026-01-23T04:00:00.000Z,133,174,13.8,1370,70.785,6.3,208,PM2.5
India,Delhi,New Delhi,2026-01-23T05:00:00.000Z,136.15,177,10,1445,67.59,9.51,212,PM2.5
India,Delhi,New Delhi,2026-01-23T06:00:00.000Z,132.5,190.5,19.47,1180,66.48,10.95,208,PM2.5
India,Delhi,New Delhi,2026-01-23T07:00:00.000Z,148.25,184,24.61,1130,53,11.5,223,PM2.5
India,Delhi,New Delhi,2026-01-23T08:00:00.000Z,143.5,177,35.325,1120,46.9,6.895,219,PM2.5
India,Delhi,New Delhi,2026-01-23T09:00:00.000Z,143,167,49.015,1090,47.225,9.14,218,PM2.5
India,Delhi,New Delhi,2026-01-23T10:00:00.000Z,144,178,34.2,1200,48.565,5.835,219,PM2.5
India,Delhi,New Delhi,2026-01-23T11:00:00.000Z,147,177,28.35,1150,56.455,10.4,222,PM2.5
India,Delhi,New Delhi,2026-01-23T12:00:00.000Z,146,185,20.41,1210,59.465,10.75,221,PM2.5
India,Delhi,New Delhi,2026-01-23T13:00:00.000Z,140,179.5,15.155,1435,65.25,11.74,215,PM2.5
India,Delhi,New Delhi,2026-01-23T14:00:00.000Z,143,170.865,10.05,1665,61.44,13.565,218,PM2.5
India,Delhi,New Delhi,2026-01-23T15:00:00.000Z,134,167.05,7.925,1700,57.85,12.9,209,PM2.5
India,Delhi,New Delhi,2026-01-23T16:00:00.000Z,140,174.125,6.9,1700,56.72,12.205,215,PM2.5
India,Delhi,New Delhi,2026-01-23T17:00:00.000Z,140,182,4.8,1795,53.4,12.7,215,PM2.5
India,Delhi,New Delhi,2026-01-23T18:00:00.000Z,130.435,176.5,4.5,1555,52.6,11.3,206,PM2.5
India,Delhi,New Delhi,2026-01-23T19:00:00.000Z,122.115,181,5.35,1410,40.81,10.16,198,PM2.5
India,Delhi,New Delhi,2026-01-23T20:00:00.000Z,130.25,188.5,8.14,1255,48.385,11.7,206,PM2.5
India,Delhi,New Delhi,2026-01-23T21:00:00.000Z,92.725,183,23.055,930,38.515,9.43,177,PM2.5
India,Delhi,New Delhi,2026-01-23T22:00:00.000Z,50.765,138,22.02,635,30.43,8.23,138,PM2.5
India,Delhi,New Delhi,2026-01-23T23:00:00.000Z,51,159,23.78,600,31.56,12.535,139,PM2.5
India,Delhi,New Delhi,2026-01-24T00:00:00.000Z,44.5,194.78,29.77,820,33.48,8.575,123,PM2.5
India,Delhi,New Delhi,2026-01-24T01:00:00.000Z,46,190,29.04,800,34.47,10.225,127,PM2.5
India,Delhi,New Delhi,2026-01-24T02:00:00.000Z,49.635,190.35,23.31,945,38.435,8.605,136,PM2.5
India,Delhi,New Delhi,2026-01-24T03:00:00.000Z,52.71,207.305,26.29,840,33.9,6.8,143,PM2.5
India,Delhi,New Delhi,2026-01-24T04:00:00.000Z,50,223.135,48.3,770,32.98,7.1,137,PM2.5
India,Delhi,New Delhi,2026-01-24T05:00:00.000Z,47.51,214.06,59.115,740,29.7,7.9,131,PM2.5
India,Delhi,New Delhi,2026-01-24T06:00:00.000Z,57.275,203.015,64.55,750,36.03,9.55,152,PM2.5
India,Delhi,New Delhi,2026-01-24T07:00:00.000Z,52.75,193.5,72.6,700,34.63,9.695,143,PM2.5
India,Delhi,New Delhi,2026-01-24T08:00:00.000Z,48,169.865,89.9,800,34.435,9.905,132,PM2.5
India,Delhi,New Delhi,2026-01-24T09:00:00.000Z,36.99,146.35,40.63,785,35.74,12.25,104,PM2.5
India,Delhi,New Delhi,2026-01-24T10:00:00.000Z,37,146.17,25.83,1000,38.92,12.69,105,PM2.5
India,Delhi,New Delhi,2026-01-24T11:00:00.000Z,38,138.75,25.205,830,40.8,14.47,107,PM2.5
India,Delhi,New Delhi,2026-01-24T12:00:00.000Z,47,152.5,30.38,920,50.51,13.48,129,PM2.5
India,Delhi,New Delhi,2026-01-24T13:00:00.000Z,56,175.44,25.275,1270,53.27,14.65,151,PM2.5
India,Delhi,New Delhi,2026-01-24T14:00:00.000Z,66,158,21.7,1000,48.15,17.79,158,PM2.5
India,Delhi,New Delhi,2026-01-24T15:00:00.000Z,62,154,19.77,1000,45.05,13.65,156,PM2.5
India,Delhi,New Delhi,2026-01-24T16:00:00.000Z,62.33,161.41,32.7,970,40.89,11.715,156,PM2.5
India,Delhi,New Delhi,2026-01-24T17:00:00.000Z,53,146.825,37.23,890,37.54,12.55,144,PM2.5
India,Delhi,New Delhi,2026-01-24T18:00:00.000Z,45,135.515,34.1,800,35.96,7.175,124,PM2.5
India,Delhi,New Delhi,2026-01-24T19:00:00.000Z,45.18,132,38.45,740,38.39,6.98,125,PM2.5
India,Delhi,New Delhi,2026-01-24T20:00:00.000Z,46,138.585,40.45,740,35.24,8.025,127,PM2.5
India,Delhi,New Delhi,2026-01-24T21:00:00.000Z,51,137.9,36.1,800,37.415,8.6,139,PM2.5
India,Delhi,New Delhi,2026-01-24T22:00:00.000Z,55.5,126.93,28.005,800,37.205,10.6,151,PM2.5
India,Delhi,New Delhi,2026-01-24T23:00:00.000Z,49,138.9,26.215,700,37.37,11.155,134,PM2.5
India,Delhi,New Delhi,2026-01-25T00:00:00.000Z,48,138.16,14.85,740,41.645,11.1,132,PM2.5
India,Delhi,New Delhi,2026-01-25T01:00:00.000Z,53.885,144,12.21,810,42.6,13,146,PM2.5
India,Delhi,New Delhi,2026-01-25T02:00:00.000Z,56.14,162.805,20.25,910,40.805,8.55,151,PM2.5
India,Delhi,New Delhi,2026-01-25T03:00:00.000Z,80,175.985,32.62,900,36.15,6.3,168,PM2.5
India,Delhi,New Delhi,2026-01-25T04:00:00.000Z,81.5,181.19,45.9,900,38.81,6.46,169,PM2.5
India,Delhi,New Delhi,2026-01-25T05:00:00.000Z,75,171.47,69,875,35.095,6.79,165,PM2.5
India,Delhi,New Delhi,2026-01-25T06:00:00.000Z,70,159.5,81.15,760,33.76,7.25,161,PM2.5
India,Delhi,New Delhi,2026-01-25T07:00:00.000Z,61.71,154.62,95.9,825,33.665,13.6,155,PM2.5
India,Delhi,New Delhi,2026-01-25T08:00:00.000Z,64,152,94.9,880,35.205,12.5,157,PM2.5
India,Delhi,New Delhi,2026-01-25T09:00:00.000Z,53.925,140,105.415,830,36.16,9.42,146,PM2.5
India,Delhi,New Delhi,2026-01-25T10:00:00.000Z,53.975,119.02,80.03,800,38.62,10.085,146,PM2.5
India,Delhi,New Delhi,2026-01-25T11:00:00.000Z,56.18,119.6,76.64,900,37.7,11.68,151,PM2.5
India,Delhi,New Delhi,2026-01-25T12:00:00.000Z,66,143,27.295,1285,53.3,10.8,158,PM2.5
India,Delhi,New Delhi,2026-01-25T13:00:00.000Z,89,177,15.86,1480,65.4,17.29,174,PM2.5
India,Delhi,New Delhi,2026-01-25T14:00:00.000Z,119.975,202.975,10.79,1870,68.1,20.075,196,PM2.5
India,Delhi,New Delhi,2026-01-25T15:00:00.000Z,128,250.4,7.81,2405,75.8,12.21,203,PM2.5
India,Delhi,New Delhi,2026-01-25T16:00:00.000Z,143,268.25,11.73,2520,74.3,12.255,218,PM2.5
India,Delhi,New Delhi,2026-01-25T17:00:00.000Z,140.5,282.15,5.65,1630,68.545,12.17,216,PM2.5
India,Delhi,New Delhi,2026-01-25T18:00:00.000Z,145.24,256.85,9.86,1880,51.09,11.01,221,PM2.5
India,Delhi,New Delhi,2026-01-25T19:00:00.000Z,129,240.97,10.635,1610,49.5,8.3,204,PM2.5
India,Delhi,New Delhi,2026-01-25T20:00:00.000Z,113,216,9.17,1455,51.1,10.54,191,PM2.5
India,Delhi,New Delhi,2026-01-25T21:00:00.000Z,101,196,9.15,1295,47.25,12.75,183,PM2.5
India,Delhi,New Delhi,2026-01-25T22:00:00.000Z,85.475,174.66,8.4,1050,53.82,14.53,172,PM2.5
India,Delhi,New Delhi,2026-01-25T23:00:00.000Z,69.8,158,10.18,955,43.4,12.2,161,PM2.5
India,Delhi,New Delhi,2026-01-26T00:00:00.000Z,67.2,136,9,1000,41.35,10.585,159,PM2.5
India,Delhi,New Delhi,2026-01-26T01:00:00.000Z,66.65,137.62,8.29,1090,45.67,11.285,159,PM2.5
India,Delhi,New Delhi,2026-01-26T02:00:00.000Z,70.22,162.07,11.915,1105,46.485,13.865,161,PM2.5
India,Delhi,New Delhi,2026-01-26T03:00:00.000Z,98.275,174,24,1060,49,12.4,181,PM2.5
India,Delhi,New Delhi,2026-01-26T04:00:00.000Z,99,175,62.1,1000,45.165,13.9,181,PM2.5
India,Delhi,New Delhi,2026-01-26T05:00:00.000Z,100,167,78.5,945,41.125,11.68,182,PM2.5
India,Delhi,New Delhi,2026-01-26T06:00:00.000Z,86.5,157.35,104.1,795,42.955,15.3,173,PM2.5
India,Delhi,New Delhi,2026-01-26T07:00:00.000Z,75,146.125,125.95,760,42.45,13.115,165,PM2.5
India,Delhi,New Delhi,2026-01-26T08:00:00.000Z,78,149.55,155,830,40.2,9.85,167,PM2.5
India,Delhi,New Delhi,2026-01-26T09:00:00.000Z,81,150.53,155.585,900,42,9.77,169,PM2.5
India,Delhi,New Delhi,2026-01-26T10:00:00.000Z,94,170.79,156.4,980,49.505,9.54,178,PM2.5
India,Delhi,New Delhi,2026-01-26T11:00:00.000Z,101,172,84.835,1075,60.1,11.2,183,PM2.5
India,Delhi,New Delhi,2026-01-26T12:00:00.000Z,109,207.25,24.89,1375,75.9,12.2,189,PM2.5
India,Delhi,New Delhi,2026-01-26T13:00:00.000Z,132,250,16.65,1700,84.4,15.3,207,PM2.5
India,Delhi,New Delhi,2026-01-26T14:00:00.000Z,149,276,10.9,1925,73.275,20.23,224,PM2.5
India,Delhi,New Delhi,2026-01-26T15:00:00.000Z,157.5,271.48,14.53,2500,74.5,22.33,233,PM2.5
India,Delhi,New Delhi,2026-01-26T16:00:00.000Z,170,302,14.45,3100,71.315,12.2,245,PM2.5
India,Delhi,New Delhi,2026-01-26T17:00:00.000Z,171,370,7.69,3400,72.3,13.925,246,PM2.5
India,Delhi,New Delhi,2026-01-26T18:00:00.000Z,166.785,383.965,6.78,2120,59.4,20.17,242,PM2.5
India,Delhi,New Delhi,2026-01-26T19:00:00.000Z,200.185,350.05,7.01,2385,59.2,21.155,275,PM2.5
India,Delhi,New Delhi,2026-01-26T20:00:00.000Z,190.31,343,7.075,2475,49.4,17.415,265,PM2.5
India,Delhi,New Delhi,2026-01-26T21:00:00.000Z,187.11,323,7.025,2220,53.7,15.3,262,PM2.5
India,Delhi,New Delhi,2026-01-26T22:00:00.000Z,186.5,319.5,7.47,2330,52.385,15.015,261,PM2.5
India,Delhi,New Delhi,2026-01-26T23:00:00.000Z,188.64,312,6.5,2100,51.2,14.955,264,PM2.5
India,Delhi,New Delhi,2026-01-27T00:00:00.000Z,174,304,8.195,1995,51.3,16.21,249,PM2.5
India,Delhi,New Delhi,2026-01-27T01:00:00.000Z,192.99,310,8.95,1885,54.91,16.365,268,PM2.5
India,Delhi,New Delhi,2026-01-27T02:00:00.000Z,201,309.72,10.76,1965,60.1,15.335,276,PM2.5
India,Delhi,New Delhi,2026-01-27T03:00:00.000Z,182,334,14.68,1615,76.6,15.26,257,PM2.5
India,Delhi,New Delhi,2026-01-27T04:00:00.000Z,163,317,20.46,1495,73.2,15.3,238,PM2.5
India,Delhi,New Delhi,2026-01-27T05:00:00.000Z,151,287.96,23.62,1495,78.35,14.4,226,PM2.5
India,Delhi,New Delhi,2026-01-27T06:00:00.000Z,139.97,250,13.75,1300,75.09,15.41,215,PM2.5
India,Delhi,New Delhi,2026-01-27T07:00:00.000Z,143.73,216,22.94,1250,79.53,15.515,219,PM2.5
India,Delhi,New Delhi,2026-01-27T08:00:00.000Z,152,230.5,30.45,1290,65,15.57,227,PM2.5
India,Delhi,New Delhi,2026-01-27T09:00:00.000Z,158,216.5,34.16,1200,64.135,14.635,233,PM2.5
India,Delhi,New Delhi,2026-01-27T10:00:00.000Z,153,208,36.3,1160,57.08,15.3,228,PM2.5
India,Delhi,New Delhi,2026-01-27T11:00:00.000Z,133,186.47,25.48,930,52.88,13.385,208,PM2.5
India,Delhi,New Delhi,2026-01-27T12:00:00.000Z,110.54,158.83,26.75,1020,46.77,15.7,190,PM2.5
India,Delhi,New Delhi,2026-01-27T13:00:00.000Z,102.93,141,23.11,1125,59.655,17.13,184,PM2.5
India,Delhi,New Delhi,2026-01-27T14:00:00.000Z,100.5,135.73,21.4,1150,49.46,16.1,183,PM2.5
India,Delhi,New Delhi,2026-01-27T15:00:00.000Z,100,132.5,22.81,1100,49.47,12.56,182,PM2.5
India,Delhi,New Delhi,2026-01-27T16:00:00.000Z,99.25,133.985,22.7,1080,48.165,13.555,182,PM2.5
India,Delhi,New Delhi,2026-01-27T17:00:00.000Z,100.37,126.5,15.7,1010,43.04,13.4,182,PM2.5
India,Delhi,New Delhi,2026-01-27T18:00:00.000Z,94.465,128.675,17,1050,47.875,13,178,PM2.5
India,Delhi,New Delhi,2026-01-27T19:00:00.000Z,89.615,130.5,16.1,960,47.085,13,175,PM2.5
India,Delhi,New Delhi,2026-01-27T20:00:00.000Z,83.765,132.665,14.075,970,46.54,12.7,171,PM2.5
India,Delhi,New Delhi,2026-01-27T21:00:00.000Z,85.29,120.725,11.445,900,45.97,13.575,172,PM2.5
India,Delhi,New Delhi,2026-01-27T22:00:00.000Z,64,120.5,10.81,875,42.5,13.4,157,PM2.5
India,Delhi,New Delhi,2026-01-27T23:00:00.000Z,62.18,107.025,10.67,1145,43.79,14.2,156,PM2.5
India,Delhi,New Delhi,2026-01-28T00:00:00.000Z,66.5,107.73,8.115,970,41.99,13.71,159,PM2.5
India,Delhi,New Delhi,2026-01-28T01:00:00.000Z,74.23,113,6.75,1310,45.12,14.9,164,PM2.5
India,Delhi,New Delhi,2026-01-28T02:00:00.000Z,91,128,6.285,1500,50.89,13.895,176,PM2.5
India,Delhi,New Delhi,2026-01-28T03:00:00.000Z,118.655,186.625,8.43,1580,51.715,15.5,195,PM2.5
India,Delhi,New Delhi,2026-01-28T04:00:00.000Z,154,228.99,8.7,1600,55.36,15.45,229,PM2.5
India,Delhi,New Delhi,2026-01-28T05:00:00.000Z,165,238,22.595,1310,48.93,15.59,240,PM2.5
India,Delhi,New Delhi,2026-01-28T06:00:00.000Z,154,223.5,23.64,1180,47.27,16,229,PM2.5
India,Delhi,New Delhi,2026-01-28T07:00:00.000Z,150.6,221.93,24.71,1100,47.01,17.385,226,PM2.5
India,Delhi,New Delhi,2026-01-28T08:00:00.000Z,145.025,215,44.055,1095,46.24,14.01,220,PM2.5
India,Delhi,New Delhi,2026-01-28T09:00:00.000Z,134.545,199.365,56.1,1100,46.95,10.775,210,PM2.5
India,Delhi,New Delhi,2026-01-28T10:00:00.000Z,137.95,199.5,41.49,1020,47.29,17.4,213,PM2.5
India,Delhi,New Delhi,2026-01-28T11:00:00.000Z,136.5,207.765,34.105,1280,54.65,19.125,212,PM2.5
India,Delhi,New Delhi,2026-01-28T12:00:00.000Z,139.11,218,11.375,1480,60.07,15.825,214,PM2.5
India,Delhi,New Delhi,2026-01-28T13:00:00.000Z,152.125,255,10.85,1865,58.7,17.62,227,PM2.5
India,Delhi,New Delhi,2026-01-28T14:00:00.000Z,129.195,233.75,8.72,1870,64.285,14.2,205,PM2.5
India,Delhi,New Delhi,2026-01-28T15:00:00.000Z,115.52,210,10.8,1750,51.75,19.03,193,PM2.5
India,Delhi,New Delhi,2026-01-28T16:00:00.000Z,99.8,199.5,9.875,1500,47.13,16.6,182,PM2.5
India,Delhi,New Delhi,2026-01-28T17:00:00.000Z,108.6,197,8.515,1390,46.78,12.42,188,PM2.5
India,Delhi,New Delhi,2026-01-28T18:00:00.000Z,100.97,195,9.245,1080,47.02,14.23,183,PM2.5
India,Delhi,New Delhi,2026-01-28T19:00:00.000Z,98.01,193,9.07,1040,49.02,12.43,181,PM2.5
India,Delhi,New Delhi,2026-01-28T20:00:00.000Z,89.22,189,10.22,980,46.345,11.28,175,PM2.5
India,Delhi,New Delhi,2026-01-28T21:00:00.000Z,81,175,16.525,1010,36.26,14.535,169,PM2.5
India,Delhi,New Delhi,2026-01-28T22:00:00.000Z,64.075,135,22.16,860,33.5,13.28,157,PM2.5
India,Delhi,New Delhi,2026-01-28T23:00:00.000Z,52.385,108.235,20.86,560,41,9.21,142,PM2.5
India,Delhi,New Delhi,2026-01-29T00:00:00.000Z,67.25,119,31.035,945,36.015,6.51,159,PM2.5
India,Delhi,New Delhi,2026-01-29T01:00:00.000Z,71.2,123.3,28.01,950,38.23,4.23,162,PM2.5
India,Delhi,New Delhi,2026-01-29T02:00:00.000Z,72.17,133.14,22.44,1070,44.64,8.05,163,PM2.5
India,Delhi,New Delhi,2026-01-29T03:00:00.000Z,72.17,128.585,24.66,930,41.8,10.58,163,PM2.5
India,Delhi,New Delhi,2026-01-29T04:00:00.000Z,70.02,134.5,25.29,1040,44.04,12.965,161,PM2.5
India,Delhi,New Delhi,2026-01-29T05:00:00.000Z,67.87,127.625,28.265,1010,40.055,10.515,160,PM2.5
India,Delhi,New Delhi,2026-01-29T06:00:00.000Z,72.35,131,41.36,930,42.05,10.335,163,PM2.5
India,Delhi,New Delhi,2026-01-29T07:00:00.000Z,74.29,109.55,48.44,1010,36.53,16.31,164,PM2.5
India,Delhi,New Delhi,2026-01-29T08:00:00.000Z,84,129,51.99,865,35.695,15.175,171,PM2.5
India,Delhi,New Delhi,2026-01-29T09:00:00.000Z,95.25,139,60.75,940,39.9,14.855,179,PM2.5
India,Delhi,New Delhi,2026-01-29T10:00:00.000Z,98,144,67.255,1035,47.11,14.33,181,PM2.5
India,Delhi,New Delhi,2026-01-29T11:00:00.000Z,99,146.125,46.33,1050,51.89,14.32,181,PM2.5
India,Delhi,New Delhi,2026-01-29T12:00:00.000Z,111.8,172,24.33,1250,58.52,14.55,190,PM2.5
India,Delhi,New Delhi,2026-01-29T13:00:00.000Z,104.675,202,8.035,1685,62.81,17.215,185,PM2.5
India,Delhi,New Delhi,2026-01-29T14:00:00.000Z,112.7,209.225,7.885,1930,61.08,17.99,191,PM2.5
India,Delhi,New Delhi,2026-01-29T15:00:00.000Z,113.83,272.725,11.12,2100,58.93,14.5,192,PM2.5
India,Delhi,New Delhi,2026-01-29T16:00:00.000Z,122.75,261.925,10.71,2300,49.67,17.975,198,PM2.5
India,Delhi,New Delhi,2026-01-29T17:00:00.000Z,127.365,271.865,12.18,2250,47.2,14.5,203,PM2.5
India,Delhi,New Delhi,2026-01-29T18:00:00.000Z,107.915,246.98,11.395,1715,56.375,13.93,188,PM2.5
India,Delhi,New Delhi,2026-01-29T19:00:00.000Z,116,211,10.6,1500,47.76,11.18,193,PM2.5
India,Delhi,New Delhi,2026-01-29T20:00:00.000Z,114.2,199.575,8.795,1490,49.45,12.1,192,PM2.5
India,Delhi,New Delhi,2026-01-29T21:00:00.000Z,105,188.5,9.56,1370,47.89,12.97,186,PM2.5
India,Delhi,New Delhi,2026-01-29T22:00:00.000Z,108.17,178.165,9.38,1075,43.8,11.93,188,PM2.5
India,Delhi,New Delhi,2026-01-29T23:00:00.000Z,85.25,167.55,8.735,1095,43.19,12.68,172,PM2.5
India,Delhi,New Delhi,2026-01-30T00:00:00.000Z,90.555,165.455,8.51,1120,48.23,13.455,176,PM2.5
India,Delhi,New Delhi,2026-01-30T01:00:00.000Z,98.45,171.325,9.645,1400,48,13.965,181,PM2.5
India,Delhi,New Delhi,2026-01-30T02:00:00.000Z,108.36,201.3,11.85,1735,54.09,14.8,188,PM2.5
India,Delhi,New Delhi,2026-01-30T03:00:00.000Z,115.82,216.66,14.06,1500,68.85,13.25,193,PM2.5
India,Delhi,New Delhi,2026-01-30T04:00:00.000Z,111,201.5,28.36,1200,59.5,14.93,190,PM2.5
India,Delhi,New Delhi,2026-01-30T05:00:00.000Z,101,162,64.38,1050,51.9,10,183,PM2.5
India,Delhi,New Delhi,2026-01-30T06:00:00.000Z,91.5,158.33,74.35,1055,42.4,11.135,176,PM2.5
India,Delhi,New Delhi,2026-01-30T07:00:00.000Z,80.275,134,90.2,915,41.8,12.68,168,PM2.5
India,Delhi,New Delhi,2026-01-30T08:00:00.000Z,77.1,126.47,101.215,735,40.19,16.235,166,PM2.5
India,Delhi,New Delhi,2026-01-30T09:00:00.000Z,74.95,122.6,98.9,760,37.1,11.18,165,PM2.5
India,Delhi,New Delhi,2026-01-30T10:00:00.000Z,70.875,124,87.9,1100,37.35,11.18,162,PM2.5
India,Delhi,New Delhi,2026-01-30T11:00:00.000Z,72.455,128,66.93,1100,51,13.685,163,PM2.5
India,Delhi,New Delhi,2026-01-30T12:00:00.000Z,78.42,131.6,21.57,1320,53.84,13.42,167,PM2.5
India,Delhi,New Delhi,2026-01-30T13:00:00.000Z,98,179.75,13.25,1700,62.02,17.475,181,PM2.5
India,Delhi,New Delhi,2026-01-30T14:00:00.000Z,102.35,243.05,13.45,1975,70.77,19.11,184,PM2.5
India,Delhi,New Delhi,2026-01-30T15:00:00.000Z,97.755,277.75,13.815,3430,56.7,20.75,181,PM2.5
India,Delhi,New Delhi,2026-01-30T16:00:00.000Z,107,270.48,13.35,3220,62.82,17.65,187,PM2.5
India,Delhi,New Delhi,2026-01-30T17:00:00.000Z,122.99,324.67,12.345,3620,56.42,30.43,198,PM2.5
India,Delhi,New Delhi,2026-01-30T18:00:00.000Z,123.125,317.1,10.56,3120,58.4,20.135,198,PM2.5
India,Delhi,New Delhi,2026-01-30T19:00:00.000Z,126.72,291.15,10.26,2670,53.985,21.2,202,PM2.5
India,Delhi,New Delhi,2026-01-30T20:00:00.000Z,126.62,285.175,9.5,2525,46.08,30.47,202,PM2.5
